Count.tree_pollen,Count.grass_pollen,Count.weed_pollen,Risk.tree_pollen,Risk.grass_pollen,Risk.weed_pollen,Species.Others,Species.Grass.Grass / Poaceae,Species.Tree.Oak,Species.Tree.Cypress / Juniper / Cedar,Species.Tree.Mulberry,Species.Tree.Pine,Species.Tree.Elm,Species.Tree.Ash,Species.Tree.Birch,Species.Tree.Maple,Species.Tree.Poplar / Cottonwood,Species.Weed.Ragweed,SpeciesRisk.Oak,SpeciesRisk.Cypress / Juniper / Cedar,SpeciesRisk.Mulberry,SpeciesRisk.Pine,SpeciesRisk.Elm,SpeciesRisk.Ash,SpeciesRisk.Birch,SpeciesRisk.Maple,SpeciesRisk.Poplar / Cottonwood,SpeciesRisk.Grass / Poaceae,SpeciesRisk.Ragweed,lat,lng,time,date
9,13,6,Low,Low,Low,3,13,3,0,1,2,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719705600,2024-06-30
2,5,3,Low,Low,Low,2,5,0,0,0,0,0,0,0,0,0,3,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719792000,2024-07-01
3,7,6,Low,Low,Low,2,7,1,0,0,0,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719878400,2024-07-02
8,20,24,Low,Low,Moderate,7,20,0,0,0,1,0,0,0,0,0,24,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1719964800,2024-07-03
15,41,59,Low,Moderate,Moderate,7,41,4,0,1,3,0,0,0,0,0,59,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Moderate,33.7544657,-84.3898151,1720051200,2024-07-04
0,3,5,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1720137600,2024-07-05
0,6,12,Low,Low,Low,0,6,0,0,0,0,0,0,0,0,0,12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1720224000,2024-07-06
0,4,11,Low,Low,Low,0,4,0,0,0,0,0,0,0,0,0,11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1720310400,2024-07-07
0,6,16,Low,Low,Low,0,6,0,0,0,0,0,0,0,0,0,16,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1720396800,2024-07-08
0,5,14,Low,Low,Low,0,5,0,0,0,0,0,0,0,0,0,14,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1720483200,2024-07-09
0,6,17,Low,Low,Low,0,6,0,0,0,0,0,0,0,0,0,17,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1720569600,2024-07-10
0,8,23,Low,Low,Moderate,0,8,0,0,0,0,0,0,0,0,0,23,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1720656000,2024-07-11
0,5,13,Low,Low,Low,0,5,0,0,0,0,0,0,0,0,0,13,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1720742400,2024-07-12
0,6,18,Low,Low,Low,0,6,0,0,0,0,0,0,0,0,0,18,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1720828800,2024-07-13
0,5,14,Low,Low,Low,0,5,0,0,0,0,0,0,0,0,0,14,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1720915200,2024-07-14
0,7,18,Low,Low,Low,0,7,0,0,0,0,0,0,0,0,0,18,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721001600,2024-07-15
0,4,11,Low,Low,Low,0,4,0,0,0,0,0,0,0,0,0,11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721088000,2024-07-16
0,3,9,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,9,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721174400,2024-07-17
0,3,10,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721260800,2024-07-18
0,4,12,Low,Low,Low,0,4,0,0,0,0,0,0,0,0,0,12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721347200,2024-07-19
0,3,10,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721433600,2024-07-20
0,0,1,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721520000,2024-07-21
0,5,13,Low,Low,Low,0,5,0,0,0,0,0,0,0,0,0,13,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721606400,2024-07-22
0,2,7,Low,Low,Low,0,2,0,0,0,0,0,0,0,0,0,7,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721692800,2024-07-23
0,2,7,Low,Low,Low,0,2,0,0,0,0,0,0,0,0,0,7,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721779200,2024-07-24
0,3,8,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721865600,2024-07-25
0,1,3,Low,Low,Low,0,1,0,0,0,0,0,0,0,0,0,3,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721952000,2024-07-26
0,3,8,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722038400,2024-07-27
0,0,1,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722124800,2024-07-28
0,4,11,Low,Low,Low,0,4,0,0,0,0,0,0,0,0,0,11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722211200,2024-07-29
0,2,7,Low,Low,Low,0,2,0,0,0,0,0,0,0,0,0,7,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722297600,2024-07-30
0,1,4,Low,Low,Low,0,1,0,0,0,0,0,0,0,0,0,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722384000,2024-07-31
0,3,9,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,9,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722470400,2024-08-01
0,3,12,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722556800,2024-08-02
0,2,11,Low,Low,Low,0,2,0,0,0,0,0,0,0,0,0,11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722643200,2024-08-03
0,2,10,Low,Low,Low,0,2,0,0,0,0,0,0,0,0,0,10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722729600,2024-08-04
0,3,17,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,17,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722816000,2024-08-05
0,3,15,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,15,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722902400,2024-08-06
0,4,23,Low,Low,Moderate,0,4,0,0,0,0,0,0,0,0,0,23,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1722988800,2024-08-07
0,3,19,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,19,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1723075200,2024-08-08
0,3,16,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,16,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1723161600,2024-08-09
0,3,23,Low,Low,Moderate,0,3,0,0,0,0,0,0,0,0,0,23,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1723248000,2024-08-10
0,1,6,Low,Low,Low,0,1,0,0,0,0,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1723334400,2024-08-11
0,7,34,Low,Low,Moderate,0,7,0,0,0,0,0,0,0,0,0,34,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1723420800,2024-08-12
0,4,28,Low,Low,Moderate,0,4,0,0,0,0,0,0,0,0,0,28,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1723507200,2024-08-13
0,10,55,Low,Low,Moderate,0,10,0,0,0,0,0,0,0,0,0,55,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1723593600,2024-08-14
0,5,31,Low,Low,Moderate,0,5,0,0,0,0,0,0,0,0,0,31,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1723680000,2024-08-15
0,4,21,Low,Low,Moderate,0,4,0,0,0,0,0,0,0,0,0,21,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1723766400,2024-08-16
0,1,13,Low,Low,Low,0,1,0,0,0,0,0,0,0,0,0,13,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1723852800,2024-08-17
0,3,18,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,18,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1723939200,2024-08-18
0,40,192,Low,Moderate,High,0,40,0,0,0,0,0,0,0,0,0,192,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,High,33.7544657,-84.3898151,1724025600,2024-08-19
0,6,46,Low,Low,Moderate,0,6,0,0,0,0,0,0,0,0,0,46,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1724112000,2024-08-20
0,10,53,Low,Low,Moderate,0,10,0,0,0,0,0,0,0,0,0,53,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1724198400,2024-08-21
0,8,45,Low,Low,Moderate,0,8,0,0,0,0,0,0,0,0,0,45,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1724284800,2024-08-22
0,13,69,Low,Low,Moderate,0,13,0,0,0,0,0,0,0,0,0,69,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1724371200,2024-08-23
0,15,105,Low,Low,High,0,15,0,0,0,0,0,0,0,0,0,105,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1724457600,2024-08-24
0,17,81,Low,Low,High,0,17,0,0,0,0,0,0,0,0,0,81,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1724544000,2024-08-25
0,30,142,Low,Moderate,High,0,30,0,0,0,0,0,0,0,0,0,142,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,High,33.7544657,-84.3898151,1724630400,2024-08-26
0,31,213,Low,Moderate,High,0,31,0,0,0,0,0,0,0,0,0,213,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,High,33.7544657,-84.3898151,1724716800,2024-08-27
0,16,87,Low,Low,High,0,16,0,0,0,0,0,0,0,0,0,87,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1724803200,2024-08-28
0,43,241,Low,Moderate,High,0,43,0,0,0,0,0,0,0,0,0,241,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,High,33.7544657,-84.3898151,1724889600,2024-08-29
0,34,178,Low,Moderate,High,0,34,0,0,0,0,0,0,0,0,0,178,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,High,33.7544657,-84.3898151,1724976000,2024-08-30
0,20,139,Low,Low,High,0,20,0,0,0,0,0,0,0,0,0,139,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1725062400,2024-08-31
0,33,190,Low,Moderate,High,0,33,0,0,0,0,0,0,0,0,0,190,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,High,33.7544657,-84.3898151,1725148800,2024-09-01
0,13,93,Low,Low,High,0,13,0,0,0,0,0,0,0,0,0,93,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1725235200,2024-09-02
0,15,134,Low,Low,High,0,15,0,0,0,0,0,0,0,0,0,134,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1725321600,2024-09-03
0,4,134,Low,Low,High,0,4,0,0,0,0,0,0,0,0,0,134,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1725408000,2024-09-04
0,6,122,Low,Low,High,0,6,0,0,0,0,0,0,0,0,0,122,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1725494400,2024-09-05
0,1,100,Low,Low,High,0,1,0,0,0,0,0,0,0,0,0,100,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1725580800,2024-09-06
0,0,132,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,132,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1725667200,2024-09-07
0,0,89,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,89,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1725753600,2024-09-08
0,0,174,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,174,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1725840000,2024-09-09
0,0,84,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,84,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1725926400,2024-09-10
0,0,167,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,167,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1726012800,2024-09-11
0,0,148,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,148,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1726099200,2024-09-12
0,0,132,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,132,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1726185600,2024-09-13
0,0,126,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,126,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1726272000,2024-09-14
0,0,59,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,59,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1726358400,2024-09-15
0,0,82,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,82,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1726444800,2024-09-16
0,0,278,Low,Low,Very High,0,0,0,0,0,0,0,0,0,0,0,278,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Very High,33.7544657,-84.3898151,1726531200,2024-09-17
0,0,62,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,62,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1726617600,2024-09-18
0,0,44,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,44,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1726704000,2024-09-19
0,0,106,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,106,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1726790400,2024-09-20
0,0,107,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,107,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1726876800,2024-09-21
0,0,173,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,173,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1726963200,2024-09-22
0,0,192,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,192,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1727049600,2024-09-23
0,0,141,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,141,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1727136000,2024-09-24
0,0,214,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,214,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1727222400,2024-09-25
0,0,76,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,76,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1727308800,2024-09-26
0,0,79,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,79,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1727395200,2024-09-27
0,0,66,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,66,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1727481600,2024-09-28
0,0,210,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,210,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1727568000,2024-09-29
0,0,106,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,106,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1727654400,2024-09-30
0,0,167,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,167,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1727740800,2024-10-01
0,0,62,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,62,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1727827200,2024-10-02
0,0,79,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,79,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1727913600,2024-10-03
0,0,72,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,72,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728000000,2024-10-04
0,0,62,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,62,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728086400,2024-10-05
0,0,65,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,65,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728172800,2024-10-06
0,0,63,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,63,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728259200,2024-10-07
0,0,37,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,37,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728345600,2024-10-08
0,0,64,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,64,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728432000,2024-10-09
0,0,73,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,73,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728518400,2024-10-10
0,0,61,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,61,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728604800,2024-10-11
0,0,377,Low,Low,Very High,0,0,0,0,0,0,0,0,0,0,0,377,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Very High,33.7544657,-84.3898151,1728691200,2024-10-12
0,0,42,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,42,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728777600,2024-10-13
0,0,62,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,62,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728864000,2024-10-14
0,0,21,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,21,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728950400,2024-10-15
0,0,89,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,89,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1729036800,2024-10-16
0,0,35,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,35,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1729123200,2024-10-17
0,0,4,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1729209600,2024-10-18
0,0,24,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,24,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1729296000,2024-10-19
0,0,70,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,70,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1729382400,2024-10-20
0,0,173,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,173,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1729468800,2024-10-21
0,0,38,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,38,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1729555200,2024-10-22
0,0,5,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1729641600,2024-10-23
0,0,63,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,63,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1729728000,2024-10-24
0,0,34,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,34,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1729814400,2024-10-25
0,0,141,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,141,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1729900800,2024-10-26
0,0,39,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,39,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1729987200,2024-10-27
0,0,5,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1730073600,2024-10-28
0,0,25,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,25,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1730160000,2024-10-29
0,0,15,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,15,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1730246400,2024-10-30
0,0,13,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,13,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1730332800,2024-10-31
0,0,19,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,19,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1730419200,2024-11-01
0,0,21,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,21,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1730505600,2024-11-02
0,0,70,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,70,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1730592000,2024-11-03
0,0,30,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,30,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1730678400,2024-11-04
0,0,15,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,15,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1730764800,2024-11-05
0,0,12,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1730851200,2024-11-06
0,0,44,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,44,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1730937600,2024-11-07
0,0,12,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1731024000,2024-11-08
0,0,24,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,24,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1731110400,2024-11-09
0,0,20,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,20,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1731196800,2024-11-10
0,0,30,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,30,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1731283200,2024-11-11
0,0,20,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,20,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1731369600,2024-11-12
0,0,8,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1731456000,2024-11-13
0,0,8,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1731542400,2024-11-14
