Count.tree_pollen,Count.grass_pollen,Count.weed_pollen,Risk.tree_pollen,Risk.grass_pollen,Risk.weed_pollen,Species.Others,Species.Grass.Grass / Poaceae,Species.Tree.Oak,Species.Tree.Cypress / Juniper / Cedar,Species.Tree.Mulberry,Species.Tree.Pine,Species.Tree.Elm,Species.Tree.Ash,Species.Tree.Birch,Species.Tree.Maple,Species.Tree.Poplar / Cottonwood,Species.Weed.Ragweed,SpeciesRisk.Oak,SpeciesRisk.Cypress / Juniper / Cedar,SpeciesRisk.Mulberry,SpeciesRisk.Pine,SpeciesRisk.Elm,SpeciesRisk.Ash,SpeciesRisk.Birch,SpeciesRisk.Maple,SpeciesRisk.Poplar / Cottonwood,SpeciesRisk.Grass / Poaceae,SpeciesRisk.Ragweed,lat,lng,time,date,temp,min_temp,max_temp,precip,wind_spd
1139,0,0,Very High,Low,Low,0,0,534,156,190,8,135,8,63,16,29,0,Very High,High,Very High,Low,Very High,Low,Moderate,Moderate,Moderate,Low,Low,33.7544657,-84.3898151,1711584000,2024-03-28,58.459999999999994,10.6,20.0,0.0,6.2
217,0,0,High,Low,Low,7,0,62,82,21,6,15,6,6,10,2,0,High,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1711670400,2024-03-29,58.459999999999994,6.1,21.7,0.0,2.5
90,0,0,Low,Low,Low,16,0,23,33,7,1,5,1,1,3,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1711756800,2024-03-30,63.86,10.0,25.0,0.0,3.6
337,0,0,High,Low,Low,7,0,97,128,33,10,23,10,10,16,3,0,High,High,Moderate,Low,High,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1711843200,2024-03-31,67.64,13.3,26.7,0.0,3.7
1177,0,0,Very High,Low,Low,0,0,551,155,198,8,142,8,68,17,30,0,Very High,High,Very High,Low,Very High,Low,Moderate,Moderate,Moderate,Low,Low,33.7544657,-84.3898151,1711929600,2024-04-01,69.62,18.3,25.0,0.0,4.3
528,0,0,High,Low,Low,21,0,153,190,52,15,36,15,15,26,5,0,High,High,High,Moderate,High,Low,Low,High,Low,Low,Low,33.7544657,-84.3898151,1712016000,2024-04-02,72.14,18.0,26.7,34.3,4.9
1578,0,0,Very High,Low,Low,0,0,737,169,263,9,189,14,114,19,64,0,Very High,High,Very High,Low,Very High,Low,High,High,High,Low,Low,33.7544657,-84.3898151,1712102400,2024-04-03,61.16,10.6,19.4,12.0,6.0
234,0,0,High,Low,Low,9,0,67,77,23,9,16,9,9,11,4,0,High,Moderate,Moderate,Low,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1712188800,2024-04-04,53.96,6.7,17.8,0.0,6.2
498,0,0,High,Low,Low,12,0,149,149,49,19,34,24,24,24,14,0,High,High,High,Moderate,High,Moderate,Low,High,Low,Low,Low,33.7544657,-84.3898151,1712275200,2024-04-05,52.879999999999995,6.1,17.8,0.0,4.4
683,0,0,High,Low,Low,0,0,295,80,102,12,71,15,62,12,34,0,Very High,Moderate,Very High,Low,Very High,Low,Moderate,Moderate,Moderate,Low,Low,33.7544657,-84.3898151,1712361600,2024-04-06,53.06,5.0,18.9,0.0,3.4
303,0,0,High,Low,Low,9,0,90,72,30,15,21,18,18,18,12,0,High,Moderate,Moderate,Moderate,High,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1712448000,2024-04-07,59.0,8.3,22.2,0.0,2.3
378,0,0,High,Low,Low,0,0,152,47,51,8,35,13,35,11,26,0,High,Low,High,Low,High,Low,Low,Low,Moderate,Low,Low,33.7544657,-84.3898151,1712534400,2024-04-08,65.84,12.8,24.4,0.0,2.7
514,0,0,High,Low,Low,10,0,154,97,51,30,35,41,41,30,25,0,High,High,High,High,High,High,Low,High,Moderate,Low,Low,33.7544657,-84.3898151,1712620800,2024-04-09,60.980000000000004,14.4,19.3,24.8,2.9
637,0,0,High,Low,Low,0,0,262,43,86,14,63,23,78,14,54,0,Very High,Low,Very High,Moderate,Very High,Moderate,Moderate,Moderate,High,Low,Low,33.7544657,-84.3898151,1712707200,2024-04-10,64.94,15.6,22.8,6.9,4.1
567,0,0,High,Low,Low,9,0,175,79,56,39,39,51,51,34,34,0,High,Moderate,High,High,High,High,Moderate,High,Moderate,Low,Low,33.7544657,-84.3898151,1712793600,2024-04-11,65.66,12.8,23.3,3.8,7.0
60,0,0,Low,Low,Low,2,0,18,7,6,4,4,6,6,3,4,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1712880000,2024-04-12,59.72,10.6,20.0,0.0,7.4
969,0,0,Very High,Low,Low,0,0,398,39,135,21,96,32,135,17,96,0,Very High,Low,Very High,Moderate,Very High,Moderate,High,Moderate,High,Low,Low,33.7544657,-84.3898151,1712966400,2024-04-13,63.14,9.4,25.0,0.0,4.3
375,0,0,High,Low,Low,7,0,116,41,37,26,26,37,37,22,26,0,High,Low,Moderate,Moderate,High,Moderate,Low,High,Moderate,Low,Low,33.7544657,-84.3898151,1713052800,2024-04-14,69.98,12.2,28.3,0.0,3.3
881,0,0,Very High,Low,Low,0,0,362,33,122,20,88,30,122,16,88,0,Very High,Low,Very High,Moderate,Very High,Moderate,High,Moderate,High,Low,Low,33.7544657,-84.3898151,1713139200,2024-04-15,72.14,15.6,28.3,0.0,3.6
314,0,0,High,Low,Low,9,0,97,34,31,21,21,31,31,18,21,0,High,Low,Moderate,Moderate,High,Moderate,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1713225600,2024-04-16,71.96,16.7,28.3,0.0,2.6
1824,0,0,Very High,Low,Low,0,0,778,49,262,29,188,44,262,24,188,0,Very High,Low,Very High,High,Very High,High,High,High,Very High,Low,Low,33.7544657,-84.3898151,1713312000,2024-04-17,71.78,18.9,26.1,10.3,3.0
305,0,0,High,Low,Low,7,0,94,33,30,21,21,30,30,18,21,0,High,Low,Moderate,Moderate,High,Moderate,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1713398400,2024-04-18,72.86,16.1,29.4,0.0,2.0
438,0,0,High,Low,Low,10,0,135,48,43,30,30,43,43,26,30,0,High,Low,High,High,High,High,Low,High,Moderate,Low,Low,33.7544657,-84.3898151,1713484800,2024-04-19,75.56,20.0,28.9,2.0,3.3
364,0,0,High,Low,Low,0,0,142,21,46,12,34,19,46,10,34,0,High,Low,High,Low,High,Low,Low,Low,Moderate,Low,Low,33.7544657,-84.3898151,1713571200,2024-04-20,70.34,15.0,25.6,3.5,4.3
338,0,0,High,Low,Low,9,0,104,37,33,23,23,33,33,20,23,0,High,Low,Moderate,Moderate,High,Moderate,Low,High,Moderate,Low,Low,33.7544657,-84.3898151,1713657600,2024-04-21,54.5,10.0,15.6,17.5,4.9
264,0,0,High,Low,Low,0,0,101,18,32,10,23,16,32,9,23,0,High,Low,Moderate,Low,High,Low,Low,Low,Moderate,Low,Low,33.7544657,-84.3898151,1713744000,2024-04-22,55.58,6.7,19.4,0.0,3.3
195,0,0,Moderate,Low,Low,7,0,60,21,19,13,13,19,19,11,13,0,High,Low,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1713830400,2024-04-23,59.9,8.3,21.7,0.0,3.1
770,0,0,Very High,Low,Low,0,0,317,31,104,19,76,28,104,15,76,0,Very High,Low,Very High,Moderate,Very High,Moderate,High,Moderate,High,Low,Low,33.7544657,-84.3898151,1713916800,2024-04-24,64.4,12.2,23.9,0.0,3.6
396,0,0,High,Low,Low,10,0,122,43,39,27,27,39,39,23,27,0,High,Low,High,High,High,High,Low,High,Moderate,Low,Low,33.7544657,-84.3898151,1714003200,2024-04-25,69.08,13.9,25.6,0.0,1.8
212,0,0,High,Low,Low,7,0,65,23,21,14,14,21,21,12,14,0,High,Low,Low,Moderate,Moderate,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1714089600,2024-04-26,71.6,16.7,27.2,0.0,3.7
974,0,0,Very High,Low,Low,0,0,405,35,136,21,96,32,136,17,96,0,Very High,Low,Very High,Moderate,Very High,Moderate,High,Moderate,High,Low,Low,33.7544657,-84.3898151,1714176000,2024-04-27,66.92,16.0,24.4,0.0,4.1
358,0,0,High,Low,Low,8,0,110,39,35,25,25,35,35,21,25,0,High,Low,Moderate,Moderate,High,Moderate,Low,High,Moderate,Low,Low,33.7544657,-84.3898151,1714262400,2024-04-28,69.44,16.0,25.6,0.0,3.8
563,0,0,High,Low,Low,0,0,228,26,75,16,53,24,75,13,53,0,Very High,Low,Very High,Moderate,Very High,Moderate,Moderate,Moderate,High,Low,Low,33.7544657,-84.3898151,1714348800,2024-04-29,68.9,15.0,25.6,0.0,3.2
419,0,0,High,Low,Low,9,0,129,46,41,29,29,41,41,25,29,0,High,Low,High,High,High,High,Low,High,Moderate,Low,Low,33.7544657,-84.3898151,1714435200,2024-04-30,69.62,18.3,25.0,5.5,2.7
321,0,0,High,Low,Low,6,0,99,35,32,22,22,32,32,19,22,0,High,Low,Moderate,Moderate,High,Moderate,Low,High,Moderate,Low,Low,33.7544657,-84.3898151,1714521600,2024-05-01,73.94,16.7,28.9,0.0,1.6
330,11,0,High,Low,Low,0,11,126,18,42,14,30,18,42,10,30,0,High,Low,High,Moderate,High,Low,Low,Low,Moderate,Low,Low,33.7544657,-84.3898151,1714608000,2024-05-02,76.1,18.3,30.0,0.0,2.3
91,1,1,Low,Low,Low,2,1,28,9,9,8,6,9,9,5,6,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1714694400,2024-05-03,77.36,21.1,30.6,0.0,3.1
98,8,0,Moderate,Low,Low,8,8,30,8,9,9,7,8,8,5,6,0,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1714780800,2024-05-04,72.68,17.8,26.7,3.5,2.4
627,29,3,High,Low,Low,0,29,256,19,85,28,68,22,76,14,59,3,Very High,Low,Very High,High,Very High,Low,Moderate,Moderate,High,Low,Low,33.7544657,-84.3898151,1714867200,2024-05-05,74.12,18.9,29.4,6.0,2.8
163,26,10,Moderate,Low,Low,5,26,50,11,16,21,14,13,13,9,11,10,Moderate,Low,Low,Moderate,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1714953600,2024-05-06,75.56,19.4,29.4,0.0,3.3
903,80,14,Very High,High,Low,0,80,384,17,123,48,113,24,99,17,78,14,Very High,Low,Very High,High,Very High,Moderate,Moderate,Moderate,High,High,Low,33.7544657,-84.3898151,1715040000,2024-05-07,75.92,20.0,28.3,0.0,3.3
139,32,5,Moderate,Moderate,Low,3,32,44,5,15,22,12,11,11,8,8,5,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Moderate,Low,33.7544657,-84.3898151,1715126400,2024-05-08,78.08,22.0,30.0,0.0,3.8
503,44,18,High,Moderate,Low,0,44,206,5,73,40,65,15,47,12,40,18,Very High,Low,High,High,Very High,Low,Low,Moderate,Moderate,Moderate,Low,33.7544657,-84.3898151,1715212800,2024-05-09,71.6,18.9,25.6,7.5,4.5
115,24,12,Moderate,Low,Low,5,24,36,2,12,21,11,8,8,6,6,12,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1715299200,2024-05-10,72.68,18.3,27.8,8.0,5.2
223,44,22,High,Moderate,Moderate,6,44,71,2,24,44,24,13,13,13,13,22,High,Low,Moderate,High,High,Low,Low,Moderate,Low,Moderate,Moderate,33.7544657,-84.3898151,1715385600,2024-05-11,66.38,12.8,24.4,0.0,3.4
296,40,21,High,Moderate,Moderate,0,40,118,0,19,78,19,22,9,22,9,21,High,Low,Low,High,Moderate,Low,Low,High,Low,Moderate,Moderate,33.7544657,-84.3898151,1715472000,2024-05-12,69.08,15.0,26.7,0.0,2.8
234,41,17,High,Moderate,Low,3,41,74,0,25,51,25,14,14,14,14,17,High,Low,Moderate,High,High,Low,Low,Moderate,Low,Moderate,Low,33.7544657,-84.3898151,1715558400,2024-05-13,65.12,17.2,19.9,3.3,2.8
298,44,7,High,Moderate,Low,0,44,118,0,19,80,19,22,9,22,9,7,High,Low,Low,High,Moderate,Low,Low,High,Low,Moderate,Low,33.7544657,-84.3898151,1715644800,2024-05-14,69.25999999999999,17.0,25.0,0.3,2.8
103,24,4,Moderate,Low,Low,3,24,32,0,11,22,11,6,6,6,6,4,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1715731200,2024-05-15,72.86,18.9,27.2,0.5,4.8
277,32,13,High,Moderate,Low,0,32,108,0,18,75,18,20,9,20,9,13,High,Low,Low,High,Moderate,Low,Low,High,Low,Moderate,Low,33.7544657,-84.3898151,1715817600,2024-05-16,73.75999999999999,16.7,28.9,0.0,3.7
193,40,21,Moderate,Moderate,Moderate,4,40,61,0,21,42,21,11,11,11,11,21,High,Low,Low,High,High,Low,Low,Low,Low,Moderate,Moderate,33.7544657,-84.3898151,1715904000,2024-05-17,70.16,20.0,22.8,1.8,2.4
71,14,7,Low,Low,Low,4,14,22,0,7,15,7,4,4,4,4,7,Low,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1715990400,2024-05-18,70.52,19.0,25.0,2.8,2.8
245,36,19,High,Moderate,Low,0,36,94,0,17,65,17,18,8,18,8,19,High,Low,Low,High,Moderate,Low,Low,Moderate,Low,Moderate,Low,33.7544657,-84.3898151,1716076800,2024-05-19,71.6,18.0,28.3,0.0,3.5
106,18,7,Moderate,Low,Low,4,18,33,0,11,23,11,6,6,6,6,7,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1716163200,2024-05-20,74.12,18.3,28.9,0.0,2.9
77,17,3,Low,Low,Low,21,17,18,0,7,12,7,3,3,3,3,3,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1716249600,2024-05-21,77.0,20.0,29.4,0.0,2.4
139,32,5,Moderate,Moderate,Low,3,32,44,0,15,30,15,8,8,8,8,5,Moderate,Low,Low,High,Moderate,Low,Low,Low,Low,Moderate,Low,33.7544657,-84.3898151,1716336000,2024-05-22,77.18,20.0,30.0,0.0,2.7
77,13,5,Low,Low,Low,21,13,18,0,7,12,7,3,3,3,3,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1716422400,2024-05-23,78.44,21.1,30.6,0.0,2.7
119,25,13,Moderate,Low,Low,1,25,38,0,13,26,13,7,7,7,7,13,Moderate,Low,Low,Moderate,Moderate,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1716508800,2024-05-24,78.98,21.7,31.7,0.5,2.4
49,9,4,Low,Low,Low,6,9,15,0,5,10,5,2,2,2,2,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1716595200,2024-05-25,75.92,20.0,28.9,1.8,2.8
43,9,4,Low,Low,Low,23,9,5,0,4,3,4,0,2,0,2,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1716681600,2024-05-26,79.7,21.7,31.7,0.0,3.9
72,12,5,Low,Low,Low,4,12,23,0,7,15,7,4,4,4,4,5,Low,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1716768000,2024-05-27,76.46,18.9,30.0,14.8,4.6
93,21,3,Low,Low,Low,15,21,26,0,9,18,9,4,4,4,4,3,Low,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1716854400,2024-05-28,77.54,21.1,30.0,0.0,4.3
116,27,4,Moderate,Low,Low,6,27,37,0,12,25,12,6,6,6,6,4,Moderate,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1716940800,2024-05-29,75.2,17.8,30.0,0.0,4.7
178,25,10,Moderate,Low,Low,0,25,66,0,14,46,14,12,7,12,7,10,High,Low,Low,High,Moderate,Low,Low,Moderate,Low,Low,Low,33.7544657,-84.3898151,1717027200,2024-05-30,73.75999999999999,17.2,28.3,0.0,3.3
70,14,7,Low,Low,Low,3,14,22,0,7,15,7,4,4,4,4,7,Low,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1717113600,2024-05-31,73.75999999999999,17.8,27.8,0.0,3.8
89,24,6,Low,Low,Low,17,24,24,0,8,16,8,4,4,4,4,6,Low,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1717200000,2024-06-01,71.78,18.3,25.0,0.0,4.4
48,18,6,Low,Low,Low,6,18,15,0,5,10,4,2,2,2,2,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1717286400,2024-06-02,75.38,20.0,28.9,3.8,3.2
36,20,10,Low,Low,Low,5,20,11,0,3,7,3,2,2,2,1,10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1717372800,2024-06-03,78.08,20.6,30.6,6.0,2.8
35,23,12,Low,Low,Low,23,23,3,0,3,2,2,0,1,0,1,12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1717459200,2024-06-04,77.9,21.1,29.4,2.5,3.2
33,27,15,Low,Low,Low,6,27,11,0,3,7,2,1,1,1,1,15,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1717545600,2024-06-05,78.44,22.8,29.4,0.3,3.4
15,19,8,Low,Low,Low,14,19,0,0,1,0,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1717632000,2024-06-06,76.46,21.1,29.4,2.5,3.6
21,41,21,Low,Moderate,Moderate,3,41,7,0,2,5,1,1,1,1,0,21,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Moderate,33.7544657,-84.3898151,1717718400,2024-06-07,78.8,21.7,30.6,0.0,4.1
45,82,33,Low,High,Moderate,28,82,6,0,4,4,1,0,2,0,0,33,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Moderate,33.7544657,-84.3898151,1717804800,2024-06-08,76.64,17.8,30.0,0.0,2.2
25,37,19,Low,Moderate,Low,4,37,9,0,3,6,0,1,1,1,0,19,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Low,33.7544657,-84.3898151,1717891200,2024-06-09,81.68,21.1,33.9,0.5,3.9
25,38,19,Low,Moderate,Low,4,38,9,0,3,6,0,1,1,1,0,19,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Low,33.7544657,-84.3898151,1717977600,2024-06-10,77.0,20.6,28.9,7.0,3.7
24,36,18,Low,Moderate,Low,18,36,1,0,2,1,0,1,0,1,0,18,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Low,33.7544657,-84.3898151,1718064000,2024-06-11,76.1,17.8,30.0,0.0,3.2
23,42,17,Low,Moderate,Low,5,42,8,0,2,5,0,1,1,1,0,17,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Low,33.7544657,-84.3898151,1718150400,2024-06-12,79.52,21.7,30.6,0.0,3.6
9,17,9,Low,Low,Low,8,17,0,0,1,0,0,0,0,0,0,9,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1718236800,2024-06-13,81.5,22.2,31.7,0.0,3.2
9,17,9,Low,Low,Low,3,17,3,0,1,2,0,0,0,0,0,9,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1718323200,2024-06-14,84.38000000000001,22.8,35.0,0.0,2.3
8,15,6,Low,Low,Low,6,15,0,0,0,2,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1718409600,2024-06-15,86.53999999999999,24.4,36.1,0.0,2.0
14,21,10,Low,Low,Low,5,21,5,0,1,3,0,0,0,0,0,10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1718496000,2024-06-16,84.91999999999999,24.4,35.6,0.0,2.6
5,8,4,Low,Low,Low,3,8,1,0,0,1,0,0,0,0,0,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1718582400,2024-06-17,83.66,23.9,33.3,0.0,3.4
5,7,3,Low,Low,Low,4,7,0,0,0,1,0,0,0,0,0,3,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1718668800,2024-06-18,81.68,22.8,31.7,0.0,5.1
6,12,5,Low,Low,Low,3,12,2,0,0,1,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1718755200,2024-06-19,79.52,21.7,31.7,0.0,5.7
7,13,7,Low,Low,Low,6,13,0,0,0,1,0,0,0,0,0,7,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1718841600,2024-06-20,81.5,23.3,31.7,0.0,4.8
8,15,8,Low,Low,Low,2,15,3,0,1,2,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1718928000,2024-06-21,82.4,21.7,33.3,0.0,3.3
6,10,4,Low,Low,Low,5,10,0,0,0,1,0,0,0,0,0,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719014400,2024-06-22,85.82,23.9,35.6,0.0,2.1
11,16,8,Low,Low,Low,4,16,4,0,1,2,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719100800,2024-06-23,88.16,25.0,36.1,0.0,3.3
13,20,10,Low,Low,Low,5,20,4,0,1,3,0,0,0,0,0,10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719187200,2024-06-24,87.26,24.4,36.1,0.0,4.1
9,13,6,Low,Low,Low,8,13,0,0,1,0,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719273600,2024-06-25,86.0,22.8,35.6,0.0,2.2
7,14,5,Low,Low,Low,4,14,2,0,0,1,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719360000,2024-06-26,87.98,25.0,37.2,0.0,3.0
3,6,3,Low,Low,Low,3,6,0,0,0,0,0,0,0,0,0,3,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719446400,2024-06-27,80.42,23.9,32.8,5.3,2.9
10,19,10,Low,Low,Low,4,19,3,0,1,2,0,0,0,0,0,10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719532800,2024-06-28,81.68,23.9,32.2,0.5,3.1
11,20,8,Low,Low,Low,10,20,0,0,1,0,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719619200,2024-06-29,80.24000000000001,24.0,31.7,8.3,2.6
9,13,6,Low,Low,Low,3,13,3,0,1,2,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719705600,2024-06-30,85.82,25.0,35.6,0.0,3.8
2,5,3,Low,Low,Low,2,5,0,0,0,0,0,0,0,0,0,3,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719792000,2024-07-01,86.9,26.7,36.1,0.0,3.7
3,7,6,Low,Low,Low,2,7,1,0,0,0,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1719878400,2024-07-02,82.4,25.0,32.2,0.0,5.3
8,20,24,Low,Low,Moderate,7,20,0,0,0,1,0,0,0,0,0,24,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1719964800,2024-07-03,83.3,25.0,33.3,0.0,3.3
15,41,59,Low,Moderate,Moderate,7,41,4,0,1,3,0,0,0,0,0,59,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Moderate,33.7544657,-84.3898151,1720051200,2024-07-04,84.74,24.4,35.6,9.0,2.3
0,3,5,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1720137600,2024-07-05,82.58,24.4,33.9,12.5,2.3
0,6,12,Low,Low,Low,0,6,0,0,0,0,0,0,0,0,0,12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1720224000,2024-07-06,80.6,24.4,33.9,1.0,2.3
0,4,11,Low,Low,Low,0,4,0,0,0,0,0,0,0,0,0,11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1720310400,2024-07-07,82.04,23.3,32.2,13.8,2.6
0,6,16,Low,Low,Low,0,6,0,0,0,0,0,0,0,0,0,16,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1720396800,2024-07-08,80.42,23.3,31.7,0.3,2.4
0,5,14,Low,Low,Low,0,5,0,0,0,0,0,0,0,0,0,14,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1720483200,2024-07-09,80.42,24.0,33.0,28.3,2.7
0,6,17,Low,Low,Low,0,6,0,0,0,0,0,0,0,0,0,17,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1720569600,2024-07-10,79.88,22.8,30.6,0.0,4.5
0,8,23,Low,Low,Moderate,0,8,0,0,0,0,0,0,0,0,0,23,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1720656000,2024-07-11,80.6,21.1,32.8,0.0,3.0
0,5,13,Low,Low,Low,0,5,0,0,0,0,0,0,0,0,0,13,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1720742400,2024-07-12,84.56,23.9,34.4,0.0,1.8
0,6,18,Low,Low,Low,0,6,0,0,0,0,0,0,0,0,0,18,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1720828800,2024-07-13,86.72,25.6,35.6,0.0,2.1
0,5,14,Low,Low,Low,0,5,0,0,0,0,0,0,0,0,0,14,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1720915200,2024-07-14,87.98,25.0,36.1,0.0,2.3
0,7,18,Low,Low,Low,0,7,0,0,0,0,0,0,0,0,0,18,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721001600,2024-07-15,83.3,24.4,34.4,1.3,2.8
0,4,11,Low,Low,Low,0,4,0,0,0,0,0,0,0,0,0,11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721088000,2024-07-16,81.68,23.3,32.0,3.5,3.2
0,3,9,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,9,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721174400,2024-07-17,80.96,23.9,32.8,1.3,4.0
0,3,10,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721260800,2024-07-18,78.98,23.3,32.2,12.3,3.2
